image_path,split,article_id,color_group,fabric_group,color_label,fabric_label,pattern_flag,h,s,v,wash_temp_c,wash_cycle,spin_rpm,wash_notes,wash_cycle_label
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0721930005_0.jpg,train,721930005,COLORFUL,COTTON,2,0,1,0.6566302414780169,0.063602134122661,0.2623966052797186,30,normal,900,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0661505002_0.jpg,train,661505002,LIGHT,COTTON,0,0,0,0.587566144881181,0.2500223841988862,0.7730844667094061,30,normal,1000,Turn inside out if printed or dark. Wash with light colors.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0734540002_0.jpg,train,734540002,COLORFUL,COTTON,2,0,1,0.4163684904203598,0.2177967039746253,0.7953919772580775,30,normal,900,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0709415004_0.jpg,train,709415004,COLORFUL,COTTON,2,0,1,0.6509759073921635,0.1110990889687745,0.8839377079730184,30,normal,900,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0754207002_0.jpg,train,754207002,COLORFUL,COTTON,2,0,1,0.6121371042891841,0.0934557709002356,0.2996483949573303,30,normal,900,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0713255001_1.jpg,train,713255001,COLORFUL,COTTON,2,0,1,0.574106307532601,0.1570434925974428,0.843445312257245,30,normal,900,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0714343006_0.jpg,train,714343006,COLORFUL,COTTON,2,0,1,0.6386161842728705,0.0252537362160517,0.9159263510691744,30,normal,900,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0756094002_0.jpg,train,756094002,COLORFUL,COTTON,2,0,1,0.4973041030911467,0.0431186340994424,0.803180780769253,30,normal,900,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0670655002_0.jpg,train,670655002,DARK,WOOL,1,2,0,0.7563378802059986,0.1604008420669635,0.1290895975482726,20,wool/delicate,600,Use wool detergent if possible. Do not tumble dry. Wash with similar dark colors. Use color-care detergent.,4
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0758438001_0.jpg,train,758438001,COLORFUL,COTTON,2,0,1,0.4729295906871877,0.1363418420721104,0.7593893734583617,30,normal,900,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0724512002_0.jpg,train,724512002,COLORFUL,COTTON,2,0,1,0.6314376892380409,0.3541993674851533,0.5162849084154004,30,normal,900,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0735840005_0.jpg,train,735840005,COLORFUL,WOOL,2,2,1,0.1619696688356598,0.1146906569750015,0.7944053586634254,20,wool/delicate,600,Use wool detergent if possible. Do not tumble dry. Wash with similar bright colors. Do not overload the drum.,4
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0743932004_0.jpg,train,743932004,COLORFUL,COTTON,2,0,1,0.4070557623675663,0.2091381294209069,0.7120076573634151,30,normal,900,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0694211001_0.jpg,train,694211001,COLORFUL,COTTON,2,0,1,0.4233980795290875,0.0540886972461766,0.3768083222280438,30,normal,900,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0702386002_0.jpg,train,702386002,COLOR,WOOL,3,2,0,0.4835826161209931,0.1506527714103272,0.7173538671067945,30,wool/delicate,600,Use wool detergent if possible. Do not tumble dry. Wash with similar colors.,4
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0731960006_0.jpg,train,731960006,COLORFUL,SYNTHETIC,2,4,1,0.4835851225604374,0.1450355408120647,0.791979034904216,30,synthetic/easy-care,900,Good for anti-crease program if available. Wash with similar bright colors. Do not overload the drum.,3
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0690625004_0.jpg,train,690625004,COLORFUL,COTTON,2,0,1,0.4968399814420501,0.0743078660832867,0.6875478797965116,30,normal,900,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0668484004_0.jpg,train,668484004,LIGHT,LINEN,0,1,0,0.1144065922142094,0.0132343145280284,0.9368113835917028,30,normal/delicate,800,Avoid high heat to reduce shrinkage. Wash with light colors.,2
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0700688002_0.jpg,train,700688002,COLOR,COTTON,3,0,0,0.2784251170364475,0.1279617246353007,0.6580453983915504,30,normal,1000,Turn inside out if printed or dark. Wash with similar colors.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0685816036_0.jpg,train,685816036,COLOR,COTTON,3,0,0,0.0659444733199495,0.5666784135706839,0.5830609706554242,30,normal,1000,Turn inside out if printed or dark. Wash with similar colors.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0738238001_0.jpg,train,738238001,COLORFUL,COTTON,2,0,1,0.1184331314173903,0.2988150187177015,0.8974812886626751,30,normal,900,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0719070002_0.jpg,train,719070002,COLORFUL,COTTON,2,0,1,0.6189830459216094,0.2187571691545191,0.8479815387308918,30,normal,900,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0699781003_0.jpg,train,699781003,LIGHT,COTTON,0,0,0,0.5193167141151682,0.6038188505165201,0.8673746823842521,30,normal,1000,Turn inside out if printed or dark. Wash with light colors.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0755700006_0.jpg,train,755700006,DARK,WOOL,1,2,0,0.7313593435800855,0.4740979546349494,0.4728532448971236,20,wool/delicate,600,Use wool detergent if possible. Do not tumble dry. Wash with similar dark colors. Use color-care detergent.,4
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0728832005_0.jpg,train,728832005,LIGHT,SYNTHETIC,0,4,0,0.4511516277705041,0.4922457879325078,0.7871644389324501,30,synthetic/easy-care,1000,Good for anti-crease program if available. Wash with light colors.,3
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0746234002_0.jpg,train,746234002,COLOR,COTTON,3,0,0,0.676048010106243,0.0293876542226694,0.7233063501398647,30,normal,1000,Turn inside out if printed or dark. Wash with similar colors.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0664756001_0.jpg,train,664756001,COLORFUL,COTTON,2,0,1,0.3040057589537326,0.0474368637968189,0.8870385329828423,30,normal,900,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0681111004_1.jpg,train,681111004,COLORFUL,SYNTHETIC,2,4,1,0.5886224861845146,0.2790659449306984,0.6545462947387932,30,synthetic/easy-care,900,Good for anti-crease program if available. Wash with similar bright colors. Do not overload the drum.,3
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0714717008_0.jpg,train,714717008,LIGHT,COTTON,0,0,0,0.0806745117100058,0.263518007264455,0.7826054721335822,30,normal,1000,Turn inside out if printed or dark. Wash with light colors.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0745318002_0.jpg,train,745318002,COLORFUL,COTTON,2,0,1,0.0616763192960548,0.0999058463892458,0.8837658519223623,30,normal,900,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0701134016_0.jpg,train,701134016,COLORFUL,COTTON,2,0,1,0.4321280925609615,0.1678420127779125,0.5674438532450949,30,normal,900,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0753210001_0.jpg,train,753210001,COLORFUL,SYNTHETIC,2,4,1,0.6189333961260731,0.0193286864163987,0.9285017466718272,30,synthetic/easy-care,900,Good for anti-crease program if available. Wash with similar bright colors. Do not overload the drum.,3
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0739912002_0.jpg,train,739912002,COLOR,COTTON,3,0,0,0.5346721348623605,0.0478649442235849,0.6267563863889336,30,normal,1000,Turn inside out if printed or dark. Wash with similar colors.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0689011021_0.jpg,train,689011021,COLOR,COTTON,3,0,0,0.6344799667705823,0.0397315583464839,0.575212550179458,30,normal,1000,Turn inside out if printed or dark. Wash with similar colors.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0682520001_0.jpg,train,682520001,LIGHT,WOOL,0,2,0,0.0897450621614279,0.2473831487137963,0.7899608063598862,20,wool/delicate,600,Use wool detergent if possible. Do not tumble dry. Wash with light colors.,4
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0694848016_0.jpg,train,694848016,LIGHT,COTTON,0,0,0,0.1025330055831215,0.1308319244554205,0.8335482827296801,30,normal,1000,Turn inside out if printed or dark. Wash with light colors.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0666331001_0.jpg,train,666331001,COLORFUL,COTTON,2,0,1,0.5635069942229796,0.1251000656037524,0.9346741958361235,30,normal,900,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0743865001_0.jpg,train,743865001,DARK,SYNTHETIC,1,4,0,0.1708664531822043,0.1568734092414361,0.3608230979518794,30,synthetic/easy-care,800,Good for anti-crease program if available. Wash with similar dark colors. Use color-care detergent.,3
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0662336001_0.jpg,train,662336001,DARK,COTTON,1,0,0,0.6770511371172745,0.3299895764770351,0.1884418600402568,30,normal,800,Turn inside out if printed or dark. Wash with similar dark colors. Use color-care detergent.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0660282001_0.jpg,train,660282001,DARK,COTTON,1,0,0,0.5942790926337798,0.0632519469572523,0.3973637695407888,30,normal,800,Turn inside out if printed or dark. Wash with similar dark colors. Use color-care detergent.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0711235003_0.jpg,train,711235003,COLORFUL,COTTON,2,0,1,0.5333066538376079,0.0530103336409613,0.8153483173000495,30,normal,900,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0698436002_0.jpg,train,698436002,DARK,COTTON,1,0,0,0.1368146048985035,0.125710362440774,0.3243618892638551,30,normal,800,Turn inside out if printed or dark. Wash with similar dark colors. Use color-care detergent.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0706099002_0.jpg,train,706099002,COLORFUL,SYNTHETIC,2,4,1,0.4749626230420517,0.1463089003195264,0.8486100829359202,30,synthetic/easy-care,900,Good for anti-crease program if available. Wash with similar bright colors. Do not overload the drum.,3
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0703202005_0.jpg,train,703202005,DARK,COTTON,1,0,0,0.4988641206562764,0.2383295965201693,0.4868977923838429,30,normal,800,Turn inside out if printed or dark. Wash with similar dark colors. Use color-care detergent.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0715125001_0.jpg,train,715125001,COLORFUL,COTTON,2,0,1,0.6662054860231854,0.117971577231143,0.298744117778142,30,normal,900,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0718278016_0.jpg,train,718278016,DARK,COTTON,1,0,0,0.6396948725642879,0.1281588701823462,0.4201590831316935,30,normal,800,Turn inside out if printed or dark. Wash with similar dark colors. Use color-care detergent.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0737621003_0.jpg,train,737621003,COLORFUL,SYNTHETIC,2,4,1,0.3382726496023451,0.2315372404662234,0.6229619216846913,30,synthetic/easy-care,900,Good for anti-crease program if available. Wash with similar bright colors. Do not overload the drum.,3
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0703063002_0.jpg,train,703063002,COLORFUL,COTTON,2,0,1,0.5545104541286642,0.0829438584682608,0.8723565869004233,30,normal,900,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0710894002_0.jpg,train,710894002,LIGHT,COTTON,0,0,0,0.0461428897195256,0.3189486669409368,0.9172037809767062,30,normal,1000,Turn inside out if printed or dark. Wash with light colors.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0711529003_0.jpg,train,711529003,DARK,COTTON,1,0,0,0.6113232159789475,0.2187729204747958,0.2967584382327004,30,normal,800,Turn inside out if printed or dark. Wash with similar dark colors. Use color-care detergent.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0660541004_0.jpg,train,660541004,COLOR,COTTON,3,0,0,0.4590672727012299,0.104413257910149,0.6888719802523156,30,normal,1000,Turn inside out if printed or dark. Wash with similar colors.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0719655009_0.jpg,train,719655009,LIGHT,COTTON,0,0,0,0.2711578072586654,0.1254993615991996,0.7857041429542733,30,normal,1000,Turn inside out if printed or dark. Wash with light colors.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0690950014_0.jpg,train,690950014,COLORFUL,COTTON,2,0,1,0.1813577900182559,0.046517078143972,0.8401360085854321,30,normal,900,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0732412003_0.jpg,train,732412003,DARK,SYNTHETIC,1,4,0,0.8602469121740186,0.1466337719618638,0.1370840091224181,30,synthetic/easy-care,800,Good for anti-crease program if available. Wash with similar dark colors. Use color-care detergent.,3
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0661748001_0.jpg,train,661748001,DARK,COTTON,1,0,0,0.1167652121180456,0.6737973123905074,0.5292068933576957,30,normal,800,Turn inside out if printed or dark. Wash with similar dark colors. Use color-care detergent.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0743908016_0.jpg,train,743908016,COLORFUL,COTTON,2,0,1,0.4678382168133696,0.1012897631884952,0.8872905721855204,30,normal,900,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0700919001_0.jpg,train,700919001,DARK,COTTON,1,0,0,0.581429970463859,0.2385054121933393,0.3361826020784519,30,normal,800,Turn inside out if printed or dark. Wash with similar dark colors. Use color-care detergent.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0695421003_0.jpg,train,695421003,COLOR,COTTON,3,0,0,0.5149991937347389,0.2095580906922305,0.6551803482134346,30,normal,1000,Turn inside out if printed or dark. Wash with similar colors.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0694458004_0.jpg,train,694458004,LIGHT,COTTON,0,0,0,0.1158281036675259,0.1192328782849713,0.8578328534931643,30,normal,1000,Turn inside out if printed or dark. Wash with light colors.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0733319002_0.jpg,train,733319002,DARK,COTTON,1,0,0,0.2963387410676872,0.3553525340295933,0.2900618106014008,30,normal,800,Turn inside out if printed or dark. Wash with similar dark colors. Use color-care detergent.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0670535001_0.jpg,train,670535001,COLORFUL,SYNTHETIC,2,4,1,0.7239645454310939,0.1242746256553024,0.184161980017393,30,synthetic/easy-care,900,Good for anti-crease program if available. Wash with similar bright colors. Do not overload the drum.,3
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0759169006_0.jpg,train,759169006,DARK,COTTON,1,0,0,0.5672109474570106,0.3516759759212952,0.358619365292725,30,normal,800,Turn inside out if printed or dark. Wash with similar dark colors. Use color-care detergent.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0666694002_0.jpg,train,666694002,COLOR,COTTON,3,0,0,0.3768788050531815,0.1387399167998272,0.72444063808598,30,normal,1000,Turn inside out if printed or dark. Wash with similar colors.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0708378002_0.jpg,train,708378002,COLORFUL,COTTON,2,0,1,0.6094027076031674,0.0357392063155629,0.8887070665732608,30,normal,900,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0683001010_1.jpg,train,683001010,COLORFUL,COTTON,2,0,1,0.4574991942129273,0.0935423339836602,0.6253032718295799,30,normal,900,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0706271022_0.jpg,train,706271022,LIGHT,COTTON,0,0,0,0.5780913348967854,0.5088036743177916,0.810559809217466,30,normal,1000,Turn inside out if printed or dark. Wash with light colors.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0705294001_0.jpg,train,705294001,LIGHT,COTTON,0,0,0,0.5509384334150973,0.0659584828851443,0.911626843502745,30,normal,1000,Turn inside out if printed or dark. Wash with light colors.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0738771003_0.jpg,train,738771003,COLOR,SILK,3,3,0,0.0514958794666554,0.6268081378361001,0.7345547698878363,30,delicate/hand-wash,400,Use mild detergent. Place in laundry bag. Wash with similar colors.,0
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0686604003_0.jpg,train,686604003,LIGHT,COTTON,0,0,0,0.5831693356630032,0.0109854954254122,0.9057990635192256,30,normal,1000,Turn inside out if printed or dark. Wash with light colors.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0681110007_0.jpg,train,681110007,COLORFUL,COTTON,2,0,1,0.5575516666263025,0.0733267468201343,0.8726991018738772,30,normal,900,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0670424002_0.jpg,train,670424002,COLOR,WOOL,3,2,0,0.103812662711155,0.0075714410892937,0.580357952751001,30,wool/delicate,600,Use wool detergent if possible. Do not tumble dry. Wash with similar colors.,4
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0737800008_0.jpg,train,737800008,DARK,COTTON,1,0,0,0.6112033746196742,0.4073148598569744,0.2235109852135792,30,normal,800,Turn inside out if printed or dark. Wash with similar dark colors. Use color-care detergent.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0755631008_0.jpg,train,755631008,DARK,COTTON,1,0,0,0.3910993830428791,0.3006673787150145,0.3686765294314682,30,normal,800,Turn inside out if printed or dark. Wash with similar dark colors. Use color-care detergent.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0743471001_0.jpg,train,743471001,COLORFUL,SYNTHETIC,2,4,1,0.4909843117804536,0.1649383706685321,0.6255119878860569,30,synthetic/easy-care,900,Good for anti-crease program if available. Wash with similar bright colors. Do not overload the drum.,3
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0667144001_0.jpg,train,667144001,LIGHT,WOOL,0,2,0,0.0832473025468524,0.0681066310614606,0.8809359752340242,20,wool/delicate,600,Use wool detergent if possible. Do not tumble dry. Wash with light colors.,4
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0716545004_0.jpg,train,716545004,COLORFUL,SYNTHETIC,2,4,1,0.4805664994928307,0.1310043976088566,0.6051437169369365,30,synthetic/easy-care,900,Good for anti-crease program if available. Wash with similar bright colors. Do not overload the drum.,3
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0738777002_0.jpg,train,738777002,LIGHT,COTTON,0,0,0,0.0728836552007271,0.1717315390205012,0.9273016281076708,30,normal,1000,Turn inside out if printed or dark. Wash with light colors.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0752918003_0.jpg,train,752918003,COLORFUL,SYNTHETIC,2,4,1,0.5807319459376584,0.2962282452401044,0.5003209831922959,30,synthetic/easy-care,900,Good for anti-crease program if available. Wash with similar bright colors. Do not overload the drum.,3
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0695071003_0.jpg,train,695071003,COLORFUL,COTTON,2,0,1,0.8350666770295893,0.1516694873584385,0.8700370118058345,30,normal,900,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1
/content/drive/MyDrive/wash_ai_outputs/crops_backup/content/wash_ai_project/crops/val/0662369046_0.jpg,train,662369046,COLORFUL,COTTON,2,0,1,0.598549887934169,0.4419414693136347,0.7580382246214867,30,normal,900,Turn inside out if printed or dark. Wash with similar bright colors. Do not overload the drum.,1
